query,rank,doc_id,response
"i doc , from last few days am getting pain in my body ( specially in joints and bones ) . frequently am getting some sort of headache specially in the morning and night time . a am also suffering from some through infection.when i concerned with respective the doctor and got my reports on the same problem , i came to know that every thing is normal but the count of the eosinophils ( white blood cell ) is high in my body , its around 11 % .may i know your suggestions on that please.how can i reduce that eosinophils count from my body ? is there any chances of any cancer ? is there any side effects of that ? please guide me on the same.thanks .",1,4569,"hello and welcome to chat doctor, the normal range of eosinophils is from 1 to 6 per 100 white blood cells. thus, 0.43 or 0.45 eosinophils is normal and nothing to worry. ingrown hair has lead to bacterial infection, however, the infection has resolved and healed thus there is nothing to worry. bacterial infections associated with ingrown hair can lead to fever and high levels of neutrophils in blood and not eosinophils. eosinophils increase in case of allergies and parasitic infections. in the meanwhile, you can take antipyretic (fever lowering chat doctor. thanks and take care"
"i doc , from last few days am getting pain in my body ( specially in joints and bones ) . frequently am getting some sort of headache specially in the morning and night time . a am also suffering from some through infection.when i concerned with respective the doctor and got my reports on the same problem , i came to know that every thing is normal but the count of the eosinophils ( white blood cell ) is high in my body , its around 11 % .may i know your suggestions on that please.how can i reduce that eosinophils count from my body ? is there any chances of any cancer ? is there any side effects of that ? please guide me on the same.thanks .",2,102261,"hello mr mahmud, how are you? my name is chat doctor. i hope to answer your question today. hepatitis b is a viral infection of the liver. in most patients the bodies immune system will successfully clear the hepatitis b virus and the patient will not suffer any ill effects of the infection. in a subset of patients, the virus will remain in the blood for a long time without causing disease in the patient (carrier). in a minority of patients, the virus attacks the liver and leads to cirrhosis and potentially cause cancer of the liver. i am sorry that your dad is suffering from cirrhosis, but am glad that he is being treated for this. the hepatitis b virus spreads from person to person through exchange of body fluids (blood, semen etc.) much like the aids virus. i understand your apprehension about caring for your dad and i appreciate your initiative to get vaccinated. before getting vaccinated though, i would advise you to get checked for hepatitis b infection. if you have already been infected, then there is no reason to get vaccinated. if the test is negative, then i would advise you to get vaccinated at the earliest and more importantly get the booster doses till you attain a protective level of antibodies in your blood stream (>10iu). i hope your dad gets better soon, and i hope this discussion helped you. please do not hesitate to contact me for further details. have a great day"
"i doc , from last few days am getting pain in my body ( specially in joints and bones ) . frequently am getting some sort of headache specially in the morning and night time . a am also suffering from some through infection.when i concerned with respective the doctor and got my reports on the same problem , i came to know that every thing is normal but the count of the eosinophils ( white blood cell ) is high in my body , its around 11 % .may i know your suggestions on that please.how can i reduce that eosinophils count from my body ? is there any chances of any cancer ? is there any side effects of that ? please guide me on the same.thanks .",3,40960,"a low white blood cell count, also known as neutropenia is one of the most serious and frequent side effects of chemotherapy. it can necessitate a delay in treatment or a reduction in the dose. white blood cells are necessary for the body to fight infection, so when they are low, a person is more susceptible to infections. patients with low white blood cell counts should avoid people with colds or crowded areas, wash their hands frequently, and be sure all food is clean and cooked. there are several medications, called colony-stimulating factors, which can prevent the white blood cell count from chat doctor. these medications (filtration, sargramostim) are given by an injection subcutaneously. they are most effective when started the day after chemotherapy to prevent the white blood cell count from"
"i , a am a breast cancer survivor , had mastectomies and 4 rounds of chemo . diagnosed in 2012 . finished treatment . stage 1 , er+ by alt , ast and triglycerides are elevated and vitamin a is low . having ruq pain , burning , bores through to my shoulder , a a .... sometimes the pain is on the a , mostly r. have lost 25lbs . in 8 weeks , feverish , sickly , sweet smelling sweat , urine and fees . cbc , a , tutor markers , glucose , thyroid wnl , urine clean . to constitutional symptoms . htn , depression , anxiety colonoscopy diverticulosis 2013 s/p bso 2012 s/p a mastectomies with immediate latissimus doris flap reconstruction 2012 s/p umbilical hernia repair with mesh 2011 s/p laparoscopic cholecystectomy 2006 beds : 300mg wellbutrin of , 300mg zoloft , 2.5mg losartan/hcz ... all of getting mammogram and ultrasound tomorrow . redrawing labs in two weeks . see oncologist in 3 weeks . that are your top 3 differential diagnosis and what tests would you recommend ? thank you . a",1,44127,"hi welcome to chat doctor forum. thanks for choosing chat doctor. forum. you had c.s.in september 2012. mirena put in november 2012. today when i touch on left side of your belly button, it is very tender. the pain appears to be due to gastric pain, pancreatitis, renal colic due to urinary tract infection, or stones in the urinary system. it may be intro abdominal hernia. i advise you to consult a surgeon, for diagnosis and treatment. you may need to have m.r.i. besides other routine tests for confirmation. wishing for a quick and complete recovery. best regards."
"i , a am a breast cancer survivor , had mastectomies and 4 rounds of chemo . diagnosed in 2012 . finished treatment . stage 1 , er+ by alt , ast and triglycerides are elevated and vitamin a is low . having ruq pain , burning , bores through to my shoulder , a a .... sometimes the pain is on the a , mostly r. have lost 25lbs . in 8 weeks , feverish , sickly , sweet smelling sweat , urine and fees . cbc , a , tutor markers , glucose , thyroid wnl , urine clean . to constitutional symptoms . htn , depression , anxiety colonoscopy diverticulosis 2013 s/p bso 2012 s/p a mastectomies with immediate latissimus doris flap reconstruction 2012 s/p umbilical hernia repair with mesh 2011 s/p laparoscopic cholecystectomy 2006 beds : 300mg wellbutrin of , 300mg zoloft , 2.5mg losartan/hcz ... all of getting mammogram and ultrasound tomorrow . redrawing labs in two weeks . see oncologist in 3 weeks . that are your top 3 differential diagnosis and what tests would you recommend ? thank you . a",2,24317,"headfirst of all, calm down. do not worry a lot as even if your mother and your aunty got breast cancer, does not mean that you are going to get breast cancer. every person has genes which can cause cancer, but there are genes which stop cancer from starting. the most common cause of pulsating pain in breast can be when you would be having your menses in a weeks time. to check whether your breasts are normal, use your palm and feel your breasts with your palm and move your palm in a clockwise direction from sides to the center of nipple and then in anticlockwise direction from nipple to side. in this movement, if you feel everything as soft, then there is nothing to worry. in the end, to remove out any doubts, you can have a mammogram done. mammogram is an easy procedure and is painless too. it is just an ultrasound sonography of the breasts. all your doubts will get cleared by a mammogram. regardstake care"
"i , a am a breast cancer survivor , had mastectomies and 4 rounds of chemo . diagnosed in 2012 . finished treatment . stage 1 , er+ by alt , ast and triglycerides are elevated and vitamin a is low . having ruq pain , burning , bores through to my shoulder , a a .... sometimes the pain is on the a , mostly r. have lost 25lbs . in 8 weeks , feverish , sickly , sweet smelling sweat , urine and fees . cbc , a , tutor markers , glucose , thyroid wnl , urine clean . to constitutional symptoms . htn , depression , anxiety colonoscopy diverticulosis 2013 s/p bso 2012 s/p a mastectomies with immediate latissimus doris flap reconstruction 2012 s/p umbilical hernia repair with mesh 2011 s/p laparoscopic cholecystectomy 2006 beds : 300mg wellbutrin of , 300mg zoloft , 2.5mg losartan/hcz ... all of getting mammogram and ultrasound tomorrow . redrawing labs in two weeks . see oncologist in 3 weeks . that are your top 3 differential diagnosis and what tests would you recommend ? thank you . a",3,109,"hello, and i hope i can help you today. there are two possibilities of what could be going on with your pregnancy. if you really did conceive back in october, your pregnancy should be about 12 weeks. this would have been found on the ultrasound examination that you had, but instead the fetus measured only five weeks three days. at five weeks it is not normal to see fetal heartbeat so that is not used in the consideration to make a diagnosis. however, it is possible that you conceived later in the cycle after your. in october. if you actually conceived in late november early december it is still possible that the fetus could be viable and that is just younger than it should be by your dates. so the way to tell the difference would be to get another ultrasound examination and approximately two weeks; by then you should see some evidence of the fetal heartbeat if the pregnancy is normal. contrary to popular belief, the majority of women do not have pregnancy symptoms. the most reliable sign of pregnancy is a missed menstrual cycle. furthermore, judging the number of weeks of pregnancy on a urine tests is extremely inaccurate. pregnancy tests are designed to pick up the hormone chat doctor from that whicchatdoctores out in your urine. however, your urine can be diluted by different amounts of water depending upon what time in the day you tested and how much water you chat doctor. most urine pregnancy tests ask that you use your first morning urine, which has the most concentrated sample, however, even within those restrictions there is a large margin of error. so i would advise, in your situation, that you repeat the ultrasound examination in another 2 to 3 weeks. in the meantime take good care of yourself for the pregnancy by: eating a well-balanced diet,"
by mouth has been bothering me the past couple of days . bottom right towards the back . today it does to hurt but a can feel a knot or lump type thing when a touch my jawline area on the right side but do not have the same thing on my left side . worried it could possibly be something serious ...,1,11595,"i went to the dentist 3 days ago to have an extraction done on my left bottom molar it was infected everything went good. that night after the numbness wore off i noticed a lump on my left jawline close to my chin it was small i wasn't worried about it... it is now the size of a half dollar, and it itches awful and hurts when i push on it. it is on the outside. please if you know what this is let me know, thank you."
by mouth has been bothering me the past couple of days . bottom right towards the back . today it does to hurt but a can feel a knot or lump type thing when a touch my jawline area on the right side but do not have the same thing on my left side . worried it could possibly be something serious ...,2,55325,"the vertebral column is a single central column. imagine it like a circular cylinder. now there are nerves coming out of the cylinder, so we need to be careful there. the left side nerve travels left and right side nerve travels right. so if i go for left from left side, the chances are that i may actually damage a nerve. on tge left side. needle is a straight structure. so when i have to get to the side, i move from the right side. since the nerve is travelling to the right, the needle will not touch it. i move to the left, and the needle reaches the correct place before getting to the nerve hope that explains to you how it is displease feel free to ask another query. i would be glad to help you. looking forward to your return query with the details asked so that i can help you further. (if the answer has helped you, please indicate this)"
by mouth has been bothering me the past couple of days . bottom right towards the back . today it does to hurt but a can feel a knot or lump type thing when a touch my jawline area on the right side but do not have the same thing on my left side . worried it could possibly be something serious ...,3,1482,"hi. thank you for your query. read and understood you sons problems. appendicitis is usually on the right side of the abdomen not on the left. the hot thing on the left side can be a subcutaneous abscess developed secondary to the appendicular lump or abscess. pale can be due to septicemia. as he is known asthmatic, you have to take more care and may be give him additional medicines and inhalers to get a proper control over the asthma. the appendicular lump is usually treated conservatively for 6 weeks so that it has to be operated when this becomes resolved. remember that getting operated on the given date is very important."
i have been experiencing some numbness of arms total numbness of hands during sleep it wakes me up they have no feeling then they turn white with red streaks in the joint lines of the fingers and start to move them around do daily activities they tingle and come a little more feeling back at a time until they burn like they are of fire and ache up to my elbow its miserable been going on for about 2 months on and off allay,1,89135,"hello, and i hope i can help you today. the bumps you likely are feeling on your cervix are most likely nathan cysts rather than polyps. polyps are fleshy soft growths that are just out pouching of the normal glands that line the canal of the cervix. it would be difficult to feel them, and they usually cause irregular bleeding or bleeding after sex. they do not cause infertility (uterine polyps can, but those are not the same and are not possible to feel because they are inside your uterus. nabothian cysts are just blocked mucus glands that can feel like knobby bumps on the cervix. they also are not harmful and do not interfere with fertility. both of these findings on your cervix can be seen on a spectrum exam, so a gun doctor would be able to tell you what you are feeling if they looked inside you. also, regarding the position of your cervix, this also has no bearing on fertility and does not change from month to month, so you do not need to check your cervix regularly especially if you have a yearly gynecologic checkup. regarding bbt charting for conception, your temperature goes up after you ovulate, so i recommend not checking it anymore if you know around when you ovulate in your cycle and just have sex every other day from the time your period finishes until you feel premenstrual symptoms. some women only have sex after their temperature goes up, and they miss the actual time of ovulation. so there is no reason to suspect you will have problems conceiving, and you do not need to be treated for this because it is a normal finding in many women. 80 percent of couples will conceive within a year. if you have been having sex at the right time and it's almost a year, it might be wise to have a gun exam and a hormonal evaluation, and also have your fiancé get his sperm count checked, as 50 percent of the time it can be a male factor. i hope i was able to answer your question and that my advice was helpful. best wishes and good luck with your pregnancy plans,"
