query,rank,doc_id,response
i by 5 or old son has what looks like either broken blood vessels or a rash on his upper lip . ( looks like a juice stained moustache ) a tried to wipe it off but it is not a juice stain . the mark has remained on his lip over a day . to you know what this might be from and will it go away ? thank you !,1,6898,"hello and welcome, this sounds like a frustrating situation. the first thing that i thought of when reading your question is that your son needs to be seen in the doctor's office to truly evaluate that rash. while it is quite reasonable to have a medication such as statin prescribed over the phone, given the failure of it to clear up the rash, and that it is getting worse, and that you've tried for a week - it is time to take him in so the doctor can look at it and see what that rash truly is. regarding whether statin can make a rash worse (or cause one): the worsening of the rash may either be due to that statin is not the right medication to treat this rash, or that your son is sensitive or allergic to it. at this visit the doctor can explain the significance of his low white blood count and whether this might be related to the persistence or worsening of his rash. she will be able to tell what specific cell types of the white blood count are low. i hope this helps you. best wishes to you and your son."
i by 5 or old son has what looks like either broken blood vessels or a rash on his upper lip . ( looks like a juice stained moustache ) a tried to wipe it off but it is not a juice stain . the mark has remained on his lip over a day . to you know what this might be from and will it go away ? thank you !,2,25703,"iin regard to your query, this could be an allergic reaction for something what you had on the before day. did you mean in your query after touching with sanitizer and grape juice if it is so then you might be allergic to ingredients that re-present in grape juice or other one? usually for many times after having grape juice subjects feel little itchiness at the lip line vermilion border of lip. please do consult your physician after examination he/she may prescribe chat doctor. hope this has clarified your doubts."
i by 5 or old son has what looks like either broken blood vessels or a rash on his upper lip . ( looks like a juice stained moustache ) a tried to wipe it off but it is not a juice stain . the mark has remained on his lip over a day . to you know what this might be from and will it go away ? thank you !,3,20804,"hi, it looks like you have a contusion of your lip. the swelling will subside in a week time. you need to consult a dentist to identify if there is any fracture of the root of the tooth by the help of an x-ray. traumatized tooth has chances of becoming non-vital over a period of time. hence, it should be monitored periodically and if so it has to be treated by root canal treatment and a crown should be placed over the tooth."
"hi my daughter is 6 years old its been a week since she has fever and cough took her 4 times by the doctor last night the doc say she has a chest infection he gave her ventolin , prescott is and zithromax .... for the pass week i took her to 2 other docs an it was useless.cant a give me some advice how to deal with this since all week she been under so many medication 3 different cough syrup",1,71802,"hellothanks for your query. based on the facts that you have posted it appears that your five years old daughter has uti and has been taking antibiotics since one week, the high colored urine she is passing could be due to medication that she is taking or due to concentrated urine due to less water intake. there is nothing to be worried about. please continue taking antibiotics and give her more water to keep her urine dilute. chat doctor."
"hi my daughter is 6 years old its been a week since she has fever and cough took her 4 times by the doctor last night the doc say she has a chest infection he gave her ventolin , prescott is and zithromax .... for the pass week i took her to 2 other docs an it was useless.cant a give me some advice how to deal with this since all week she been under so many medication 3 different cough syrup",2,41122,"hi sana, it is not umbilical cord but umbilical hernia. it is an outward bulging of the abdominal lining or part of the abdominal organs through the area around the belly button. maybe she has had an abdominal surgery and cough earlier and surgery is the only treatment. since mesh repair is done, kindly do not worry as it is the safest procedure and it won't have any side effects whatsoever since mesh is under the muscle layer and not on top, it is not detectable or felt by patients, the mesh is held in place without tension. the recovery will take a week. if she has cough, it has to be treated. she has to get adequate rest and go for regular follow up. let her go for regular brisk walks for 30 to 40 minutes daily after a week of surgery. she needs to avoid lifting heavy weights and straining while passing stools. if she happens to develop fever, pain, discharge from wound, take her to her surgeon immediately. is she is not diabetic or hypertensive, she needs to take healthy nutritious balanced diet which should include fresh fruits and green leafy vegetables and fruit juices and plenty of water. see to it, she takes her medications regularly. i wish her good health, take care."
"hi my daughter is 6 years old its been a week since she has fever and cough took her 4 times by the doctor last night the doc say she has a chest infection he gave her ventolin , prescott is and zithromax .... for the pass week i took her to 2 other docs an it was useless.cant a give me some advice how to deal with this since all week she been under so many medication 3 different cough syrup",3,64560,"hi, it's possible that your mothers coughing fits account to be normal, since it was a chat doctor. i would advise giving her only semisolid food that will be easy on her food pipe and her gut since she is prone to hemorrhoids. it will be easier for her to swallow and digest if the food is more soft and watery. her age is the reason her gastrointestinal tract must be narrowing, hence sometimes when swallowed too fast, food can go to the wrong pipe(viz air pipe), causing a coughing impulse, since the epiglottis is sensitive, and it responds to touch by a cough impulse. hence, i would say it is nothing to worry about, when she gets this coughing spell out her in a position where she can cough out everything she swallowed since it is necessary to avoid aspirating food. after the spell, and only after the spell has subsided, and she has thrown out all food, and she is in her senses, give her a glass of water that she can slowly sip n swallow, which will ease the healing. take care. good to know you care for your mother."
"i . a can not help being constantly tired . it doesn't matter how much a sleep , a will always be tired . of a go straight home after work , a always find myself falling asleep without knowing it . also am always cold ( especially my feet ) and frequently have headaches . a am slightly overweight , but eating very healthily and still find weight going on rather than off . font know if this could be related , but every few weeks , a go for a few days with very bad back ache between my shoulder blades . would be great to get some advice , a am covering for 2 people at work just now so done have time for a doctors appointment . thanks",1,104169,"here i need to know due to what issue there is shoulder pain. as per me, it can be due to either soft tissue issue (could be muscular) or it could be frozen shoulder. however conformation can be done only by specialist by physical evaluation, or you can also go for mri scan report. now here i always suggest to all my patient do not take treatment for pain but take the treatment for the cause of pain so that you can get permanent relief from pain here if there is pain due to soft tissue problem then based on the severity of problem it can be treated with arthroscopy, or it can be treated with conservative medication and physiotherapy management. and if it is due to frozen shoulder then again there are 2 option. as a conservative and primary treatment it can be treated with shoulder physiotherapy (shoulder manipulation) exercise, or if it is very severe then it can also be treated with shoulder manipulation under anesthesia. here i have given you option for different type of shoulder pain since i am not able to check and evaluate here, but i suggest visiting a specialist or call specialist at your place and get it evaluated properly, and take treatment according to it. she can also use hot and cold pack on painful shoulder at home to have some more relief from shoulder pain. take care."
"i . a can not help being constantly tired . it doesn't matter how much a sleep , a will always be tired . of a go straight home after work , a always find myself falling asleep without knowing it . also am always cold ( especially my feet ) and frequently have headaches . a am slightly overweight , but eating very healthily and still find weight going on rather than off . font know if this could be related , but every few weeks , a go for a few days with very bad back ache between my shoulder blades . would be great to get some advice , a am covering for 2 people at work just now so done have time for a doctors appointment . thanks",2,12052,"here your sleeplessness problem could be because of pain in ankle and feet. and this pain you experience only in night after your entire day work. it means either you do lots of standing and walking work or your shoes are not comfortable for your feet, or you have weak bones with deficiency of vitamin d and calcium. shoes you are using a good brand as per you, and you are comfortable, so it may not be an issue. check your day activity if it involves too much of standing and walking work then i suggest taking break in between or take a break from job for few days. next is you need to check with bone mineral density test to know your bone strength as well do blood report to know about calcium and vitamin d level. if its deficiency then take calcium and vitamin d natural supplement as per your doctor advice. i am sure one of this or in combination there will be a problem with you, and you need to do needful as per that. i also suggest to deep your leg in hot water daily before you go to sleep for 15-20 minutes and keep it floating in hot water, so water can touch your feet and ankle from all around. this will also help to give a pain relief and good sleep. follow the suggestion, and i am sure it should help you. but if not then remember here i have given general guideline without any examination, so you should consult an orthopedic doctor for proper check up. take care."
"i . a can not help being constantly tired . it doesn't matter how much a sleep , a will always be tired . of a go straight home after work , a always find myself falling asleep without knowing it . also am always cold ( especially my feet ) and frequently have headaches . a am slightly overweight , but eating very healthily and still find weight going on rather than off . font know if this could be related , but every few weeks , a go for a few days with very bad back ache between my shoulder blades . would be great to get some advice , a am covering for 2 people at work just now so done have time for a doctors appointment . thanks",3,90321,"hithanks for the brief history of you. since you mentioned you had visited the physician, and he has advised an epidural injection as well which you feel it didn't work. if the mri has shown nothing then it is good to hear that your spine is intact. now coming to the chief complaint what you mentioned - pain in the upper back in between the shoulder blades? am i right?if the pain is in between the shoulder blades it will be interscapular muscle spasm. for which you may need some posture correction and post that a physical therapy sessions. the use of the therapeutic ultrasound and tens will help you get relief of pain. also on the later stages strengthening the interscapular muscles as to avoid any future pains. also to note that you can discuss the same with the physician you have been seeing you currently.a lot of the people face this issue of interscapular muscle spasm and are getting helped without the epidural injection. just a physical therapy. even you added you have a dull ache on the left side abdominal area, for which i will advise you to meet an internal medicine specialist and get checked once. he might ask for the ultrasound scan of the abdomen which can help us to rule out the systemic issues.it's always better to rule out the factors and possible cause will be reachable. with the grace of god i wish you a speedy recovery"
"when a go to bed at night there is a nagging pain that goes though the middle of my thigh , a been tested to see a have any blood clots and a do not a had a any . a also had a bone distanced test done and the result show that a have artisitha in the lower part of my back . sometimes a can not lay on my right side because it cause me pain . that is the same side where the nagging pain is in my thigh . it mostly only happen when a go to bed",1,51327,"i have crohn's disease which is an ibd. ibd is different from ibs but similar, ibd can only be determined by a colonoscopy. i am only 19 years old i am also a female and i have experienced pain similar to this. i had the heaviness on my chest, and pain in my upper right side. turns out your gall bladder is located on the upper right side of your stomach and your pancreas is located in the center of your upper stomach which can feel like pain in your chest. both of which could all hurt your abdomen intensely if you have gallstones. gallstones can cause pancreatitis, which in a nutshell is swelling of your pancreas. it just so happens that i had gallstones and pancreatitis. it was relieved by removal of my gallbladder. just to be safe you might want to go to the local her and get an ultrasound of your gallbladder and have them check your lipase levels."
