query,rank,doc_id,response
"a quit smoking recently and now a large area of my gums are extremely sore and when a brush my teeth its extremely painful . by duke also quit smoking and he is experiencing the same problems with hurting swollen gums . it is soon bothersome because a know if a started smoking again it would go away because it has in the past , but a just cant bring my self to start again . a was wondering , why is this happening ? and when can a expect this to stop ? ?",1,52473,"hello, thank you for consulting with chat doctor. this soreness with white patch can be because of your smoking habit, as in case of smoking this kind of area forms on the roof, which is called as smokers palate. this lesion heals when you quit the habit of smoking and continue with some antioxidants. and if you do not have a habit of smoking then it can a fungal lesion, in that case you have to continue with antifungal chat doctor. hope it will help you."
"a quit smoking recently and now a large area of my gums are extremely sore and when a brush my teeth its extremely painful . by duke also quit smoking and he is experiencing the same problems with hurting swollen gums . it is soon bothersome because a know if a started smoking again it would go away because it has in the past , but a just cant bring my self to start again . a was wondering , why is this happening ? and when can a expect this to stop ? ?",2,54093,"hi. thanks for the query. teething is the phase of development in which the teeth erupt in mouth and during that period the child can have the symptoms of mild discomfort inside the mouth with soreness of gums, swollen gums along with mild rise in temperature. but in case if she has a runny nose and fever then it can be most probably due to viral infection leading to fever. pain in gums can however be due to teething when there is breaking of tooth from the gums leading to inflammation of gums causing pain.-so my suggestion is to continue giving tylenol to relieve pain and along with it, you can also start doing steam inhalation and use a humidifier in your room.-you should also feed her with plenty of fluids and give her soft and bland diet.-give her appropriate rest. hope this helps. regards."
"a quit smoking recently and now a large area of my gums are extremely sore and when a brush my teeth its extremely painful . by duke also quit smoking and he is experiencing the same problems with hurting swollen gums . it is soon bothersome because a know if a started smoking again it would go away because it has in the past , but a just cant bring my self to start again . a was wondering , why is this happening ? and when can a expect this to stop ? ?",3,55981,"hi, you have nicotine use in the form of smoking. smoking directly affects the lung and food pipe and stomach by irritating them. this causes chat doctor. smoking can predispose to a heart attack at a young age too. my suggestion is if your pain increases on walking upstairs then you need to consult chest pain unit. if not, it is only because of the acidity. the best treatment for it is to quit smoking and to take antacids temporarily. that will work magic on your lung, heart, and stomach. hope i have answered your query. let me know if i can assist you further. take care"
"due my all respect to you sir , my father has a known asthma and both knee pain , high of and his ecg has shown that he has an old inferior wall of and he 68 years old please tell me how his future and do we need a of management for him or not ? all other systems are in good conditions . and about myself : am a medical st.thanks & regards.nabi",1,14001,"hi, your father is having asthma, arthritis( both knee pain), htn and hd with 68 years age. first, you can continue treatment for asthma like inhalers (mdi or rota cap) of steroids, alpha agonists, anticholinergics etc. i have assumed arthritis for knee pain, so you can take treatment from orthopedic after confirmed diagnosis. now, if he has old history of inferior wall mi with hypertension then you can continue antihypertensive, antiplatelet or anticoagulants(esprit, clopidogrel or heparin), hypolipidemics(statins or vibrates), antiarrhythmic if required etc. but after the consultation of cardiologist. his prognosis will mainly depend on his cardiac ejection fraction (ef- on 2d echo)and its activity during rest and exertion. so, better you do a regular follow-up at cardiologist every 6 monthly at least. other factors are not a big issue in an otherwise healthy individual. he can continue with the treatment."
"due my all respect to you sir , my father has a known asthma and both knee pain , high of and his ecg has shown that he has an old inferior wall of and he 68 years old please tell me how his future and do we need a of management for him or not ? all other systems are in good conditions . and about myself : am a medical st.thanks & regards.nabi",2,96048,"hello sir, you father is 82 years old, quiet old enough, and he also had bypass surgery and stage 4 kidney problem. the loss of appetite, weakness and dizziness all are related to his comorbid conditions related to heart, kidney and age. he is advice to take digoxin indicates his pumping action of heart is weak, which also causes these all symptoms. stage 4 kidney disease indicates uremia, which also causes the mentioned symptoms. the age itself causes all these symptoms. thus, i advice him for take regular medication and multivitamin syrups or tablets, which helps to relieve the symptoms and feeling comfortable."
"due my all respect to you sir , my father has a known asthma and both knee pain , high of and his ecg has shown that he has an old inferior wall of and he 68 years old please tell me how his future and do we need a of management for him or not ? all other systems are in good conditions . and about myself : am a medical st.thanks & regards.nabi",3,90916,"hellowelcome in chat doctor. regarding your query for constant cough and cold to your 3+ years old child, though you are giving him ayurvedic medicines for increasing immunity. considering all aspect of medical history, suspicion of asthma in your child by your family doctor i would like to tell you that asthma is an allergic disorder, and it has got familial history as well. my suggestion is that you should consult a pulmonologist and first diagnosis should be confirmed by pulmonologist after that doctor will tell you about what to do and what not to do for your child to prevent or minimize the episodes. probably above answers your query. regards."
"a was stricken with cells palsy nearly 3 years ago . a did see my doctor to confirm the diagnosis , but was not treated with any medication . for the past year or so , a have had problems with occasional moderate to severe cramping along my jawline on the palsy side ( left ) . is this a normal side effect of cells palsy ? thank you .",1,103068,"hi, as you mentioned your husband had cancer of mouth and was treated for it, i will ask you if any chemo or radio therapy was performed. as during the stages of cancer there might be chances of inflammation of the cells which may irritate the nerve and lead to bells palsy. now as your physician said, it could be returning, so for this i will say to undergo the test and rule out this factor. i hope and pray it don't come back, and the pain is just a muscular. also a physical therapist will help improve the symptom of bells palsy and also by doing regular breathing exercises for a longer period will improve the oxygen carrying capacity of blood. oxygen is the major form of energy for cell function and by increasing the levels of oxygen via breathing exercises will help the cells fight against cancer cells if present any in the body. there will be a massive detoxification of the cells. also performing regular cardiorespiratory body conditioning will help further. along with medication, including breathing exercises and cardiorespiratory training helps most of the time to patient and the body gets prepare to fight back. with the grace of god i pray that there is no chance of having cancer again and your husband to have peaceful pain free life."
"a was stricken with cells palsy nearly 3 years ago . a did see my doctor to confirm the diagnosis , but was not treated with any medication . for the past year or so , a have had problems with occasional moderate to severe cramping along my jawline on the palsy side ( left ) . is this a normal side effect of cells palsy ? thank you .",2,36389,"hi, the onset or worsening of neurological symptoms involving cranial nerves with heat as a trigger is called cutoffs phenomenon. it is not clear to me that the bells palsy is exactly tied to what is happening and in fact, there is a chance that you are not suffering from true bells palsy to begin with but rather a central nervous system mimicker. my recommendation is that you speak with your primary doctor and ask to be referred to a neurologist for the purpose of going back and relooking at the diagnosis of bells palsy in the light of your neurological symptoms which are exacerbated by heat. there is a good chance the neurologist will order tests and studies on you such as an mri of the brain and cervical spinal cord with gadolinium contrast. this may disclose the reason for these problems. hope i have answered your query. let me know if i can assist you further."
"a was stricken with cells palsy nearly 3 years ago . a did see my doctor to confirm the diagnosis , but was not treated with any medication . for the past year or so , a have had problems with occasional moderate to severe cramping along my jawline on the palsy side ( left ) . is this a normal side effect of cells palsy ? thank you .",3,57181,"hello linda, thanks for sharing your problem with us. bells palsy is considered an idiopathic facial paralysis. there are many etiologic agents with a shared common pathway leading to facial neuropathy. herpes simplex virus is the most likely etiologic agent of the bells palsy, but there is different debate on this since many years. as you described the incident happened 2 days prior you got paralysis can not be in relation with the palsy because it is found that skunk spray is a non-lethal deterrent and does not contain any poisons or other harmful chemicals that would cause permanent damage, even when exposed to the membranes of the eyes, nose or even mouth. so i don't think it has any relation with bells palsy. but you can discuss with neurologist to find out the cause. take care, regaurds"
"mr. black age 89 has multi-infarct dementia with severe memory loss , impaired judgement and mood swings . be is also profoundly deaf and has some visual problems . be is increasingly weak and unsteady on his feet and needs to be supervise and assisted living centre in a long term care facility . be won to join any activities and often refuses to go to the dinning room for his meals.sometimes he expresses angry outbursts and is often found crying in his room . be says that he should be able to go out and have a job again.he feels that everything has been taken away from him and often expresses that his life is worthless and he wishes he die . mrs. black visits her husband everyday and attempts to rationalize with him and talk him out of his bad moods she appears to care for him very much and often tidies his room and changes his clothes . be usually unloads all of his feelings on her and she goes away feeling frustrated and guilty .. how failing physical health brain damage , institutionalization and loss have affected or black mental health and promoted a cycle of deterioration .",1,97963,"hello, i understand your concern for your grandson and his difficulties in dealing with his own mother. this is a very unfortunate situation that should not have happened. i can suggest a couple of solutions.1. may a responsible elderly person can take the initiative and talk to his mother. this person may be able to find out the exact nature of her problem and the motive behind her actions against her husband and son. true it will be difficult. second divorce does suggest some abnormally. a qualifies psychiatrist may be able to help also.2. if the source of the problem cannot be corrected then the victim must be made able to handle the problem. at 21 years your grandson is mature enough to handle himself. some mental support from anyone close by may be helpful to him for overcoming stress. he should be made to understand the nature of the problem, the utter helplessness in solving it and hence be taught a way to live with it. i wish that the problems would be settled soon and all of you would start living happily again."
