query,rank,doc_id,response
"for several years now , and increasing every year , a have had an increasingly distended abdomen , nausea , pain , fatigue , and more recently ( past few weeks ) a have been experiencing severe dizziness and debilitating headaches ( not migraines ) . a have a colonoscopy and endoscopy scheduled for 1/22 , but am wondering if a need to go to the urgent are or emergency room before that .",1,21525,"hello, clmiltimore, you tell us that you have been diagnosed with hep-c for 26 years. only after 1992 we have had good screening tests for hep-c. now in the past ten years and more recently, in the past couple of years, we have very effective treatment to cure hep-c. i am not sure if you are currently being treated for that. on eof the known side effects of interferon that is used to treat is depression. if that becomes a major problem then they have to be under care of a psychiatrist to monitor while on treatment for hep-c. some antidepressants have side effects and the major is constipation. you tell us that you have been using lactulose still having problems. lactulose can give more bloating and gas and more so if someone has lactose intolerance. what you could do, is to try miralax (peg solution) or similar and follow the instruction son the label. this works well. when you start having diarrhea, you cancun back the dosage. also, make sure you are on a high fiber diet and chat doctor. if you have swollen ankles and feet, you may be retaining water. if your abdomen is swollen, you may have fluid in the belly from cirrhosis of the liver from chronic hepatitis. you need to have complete blood tests, including blood count, coagulation studies, liver tests, electrolytes, kidney tests. also, i recommend that you get a sonogram of the liver and abdomen to look for changes of cirrhosis. you might need aggressive treatment with good close medical supervision. i wish you well."
"for several years now , and increasing every year , a have had an increasingly distended abdomen , nausea , pain , fatigue , and more recently ( past few weeks ) a have been experiencing severe dizziness and debilitating headaches ( not migraines ) . a have a colonoscopy and endoscopy scheduled for 1/22 , but am wondering if a need to go to the urgent are or emergency room before that .",2,34331,"hello! thank you for the query. first you need to calm down as this does not sound like a cancer. however, you need to look closer to your symptoms and have some diagnostics. if you do suffer from constipation for years, have had blood or mucus in stool and lost some weight recently, you should have colonoscopy performed. your hemorrhoids might need some surgery which can also set you free from stenosis. your throat and tongue pains connected with abdominal pain can be due to acid reflux disease and throat inflammation due to acid irritation. if you do have chest burning, upper middle pain after a meal, nausea, you should have upper gi endoscopy. moreover, you should have abdominal ultrasound, full blood work and urine analysis performed. hope this will help. regards."
"for several years now , and increasing every year , a have had an increasingly distended abdomen , nausea , pain , fatigue , and more recently ( past few weeks ) a have been experiencing severe dizziness and debilitating headaches ( not migraines ) . a have a colonoscopy and endoscopy scheduled for 1/22 , but am wondering if a need to go to the urgent are or emergency room before that .",3,25649,"hello bharat_raj_2006. thank you for visiting chat doctor .com. i am sorry to hear about your loss of money which is a significant amount of money. i believe from your symptoms that you are having anxiety issues which is also affecting your sleep. as well, i believe that you are also having some depression as well, which i understand. you have had a traumatic life-changing event, and you need to discuss this with your physician. however, i am worried about you due to the statement ""feel like this life is not worthy enough to live"". it sounds like you are suicidal, and i am wondering if you have a plan to hurt yourself. if you are suicidal and/or have a plan for hurting yourself, you need to go to your nearest emergency room for help now. when someone is depressed and anxious they do not make the best decisions. be well,"
"an coloured stools and diarrhoea for 6 weeks . a have been on vicoden for 5 months until the last 2 weeks due to cutting off 2 fingers , so also a couple of antibiotics during that time . cipro and box . that a have had done : metabolic panel , so alp , alt , ast , bytes , glucose , bun , gfr , cbc , food allergy testing , a pylori , a difficile toxins , a & a ( x2 - 2 weeks apart , giardia lisa , tool culture x2 , 2 weeks apart - all normal . when a normal of scan just completed . a am craving dairy and fat - and a am usually on a low fat diet , fish , vegetables etc . to a have an app on monday but a am at a loss . questions ; would the of scan show a gall bladder obstruction ? pm a missing something ? something in the liver that the enzymes are not showing nor the of scan ? thanks a would like an opinion on what a am maybe not seeing before a go to the doctors .",1,34662,"thank you for posting your query. presentation of cute hepatitis. acute liver injury is reversible. increase in the level of liver enzymes(ast, alt) reflect an injury to the liver. medically, the condition is known as ""hepatitis"". it maybe caused by:1. virus (a, b, c, d, e) 2. alcohol 3. chat doctor. gall bladder or common bile duct pathology 5."" fat excess"" did you get test results for bag, anti hcv, anti had, lipid profile.?had is a common cause of acute hepatitis and self limited. patient recovers in 3 to 6 weeks (enzyme return to normal).what is your"
"an coloured stools and diarrhoea for 6 weeks . a have been on vicoden for 5 months until the last 2 weeks due to cutting off 2 fingers , so also a couple of antibiotics during that time . cipro and box . that a have had done : metabolic panel , so alp , alt , ast , bytes , glucose , bun , gfr , cbc , food allergy testing , a pylori , a difficile toxins , a & a ( x2 - 2 weeks apart , giardia lisa , tool culture x2 , 2 weeks apart - all normal . when a normal of scan just completed . a am craving dairy and fat - and a am usually on a low fat diet , fish , vegetables etc . to a have an app on monday but a am at a loss . questions ; would the of scan show a gall bladder obstruction ? pm a missing something ? something in the liver that the enzymes are not showing nor the of scan ? thanks a would like an opinion on what a am maybe not seeing before a go to the doctors .",2,3198,"the problem during hide scan would have been a reaction to the chat doctor. only the report can tell whether you have a functioning gall bladder or not. the cramps you are describing can also be due to ibs or so. get a proper treatment with a course of an antibiotic and antispasmodic tablets for 7 days, your problem may be solved. you have already undergone the ct scan and an ultrasonography, which you have mentioned to be normal. it would have already picked up the other problems. i would think of ibs and other reasons. i would advise you to go for a test of barium called enterocolitis under a fluoroscopy control to see the real time movement of the bowel, any obstruction or motility disorder."
"an coloured stools and diarrhoea for 6 weeks . a have been on vicoden for 5 months until the last 2 weeks due to cutting off 2 fingers , so also a couple of antibiotics during that time . cipro and box . that a have had done : metabolic panel , so alp , alt , ast , bytes , glucose , bun , gfr , cbc , food allergy testing , a pylori , a difficile toxins , a & a ( x2 - 2 weeks apart , giardia lisa , tool culture x2 , 2 weeks apart - all normal . when a normal of scan just completed . a am craving dairy and fat - and a am usually on a low fat diet , fish , vegetables etc . to a have an app on monday but a am at a loss . questions ; would the of scan show a gall bladder obstruction ? pm a missing something ? something in the liver that the enzymes are not showing nor the of scan ? thanks a would like an opinion on what a am maybe not seeing before a go to the doctors .",3,93305,"hi there, it is seen in approximately 15-20% of pregnancy that the placenta is low-lying and reaches the os at less than 20 weeks. a repeat scan at 32 weeks most of this placenta move to the upper segment and do not cause any problems to the mother or the baby. in a few women they may still remain low and then the mode of delivery may have to be decided by the obstetrician and the women. she is more likely to bleed during delivery, and blood needs to be arranged and kept ready if required for transfusion.also, some women require cesarean for delivery if it covers the os. but all this would depend on location of the placenta at 32 weeks. is this your first baby? have you had a cesarean before? hope this helps. regards."
"hi . a recently lost my daughter to neonatal death she was born at 23weeks 4days , i found out that i had chorioamnionitis a severe ascending genital tract infection which was the cause of my premature labour . a have just recently found out a a pregnant again , 9 weeks but a a scared that its going to happen again as i believe that the chorioamnionitis was group a strep which i had after giving birth to my first daughter who is perfectly fine . a have been told that once carrying group a strep a are then prone to it during every pregnancy . is there a chance this can happen again . that should happen through this pregnancy as in antenatal care . please help becky",1,38494,"hi there,since you have strep b infection during pregnancy, you need to keep some points in mind. the worry with group b streptococcus(gbs) is that if present in pregnant women especially during the last few weeks it can be transmitted to the baby during delivery and can cause infection in baby called meningitis and septicemia which are quite serious. so, you need to take antibiotics in labor through the intravenous route to prevent the transmission of these bacteria to your baby. the usual antibiotic given is penicillin, but if you are allergies an alternative is given. it would be advisable to take antibiotic for the strep b infection now also, and you could consider taking it with a local antifungal cream for the thrush, especially if you have grouped b strep in your urine culture. do remember to repeat strep b culture at 36 weeks, and please inform your obstetrician that you have had this infection during this pregnancy, to make sure you get intrapartum antibiotics to prevent transmission of bacteria to your baby. hope this helps. regards."
"hi . a recently lost my daughter to neonatal death she was born at 23weeks 4days , i found out that i had chorioamnionitis a severe ascending genital tract infection which was the cause of my premature labour . a have just recently found out a a pregnant again , 9 weeks but a a scared that its going to happen again as i believe that the chorioamnionitis was group a strep which i had after giving birth to my first daughter who is perfectly fine . a have been told that once carrying group a strep a are then prone to it during every pregnancy . is there a chance this can happen again . that should happen through this pregnancy as in antenatal care . please help becky",2,55902,"hello...thanks for trusting the chat doctor doctors for your health related queries. i guess your concern is about.is there any chance of pregnancy after touching the vagina.right.my straight forward answer is.no. there is no chance of getting pregnancy.let us discuss the things which are required for getting pregnancy. these age-old1. penis should be inside the vagina.2. ejaculation should be inside the vagina. so in your case the above things not happened. so there is no chance at all. as u told that your girlfriend got early period this type.right. it's just a normal thing. nothing to worry. relax.don't take tension anymore.just touching the vagina doesn't causes pregnancy. n u had washed your hand n touched, that means u take double precaution. so there is no chance. u also told that u had ejaculation before touching her vagina, this was occurs due to excitement and emotions.so it is a normal thing. with the above discussion u can try out my suggestions-1. relax...nothing will happen to your gf.2. ur gift already had her period after this, so she is confirmatory that she was not pregnant.3. if u r still in doubt then do urinary pregnancy test. it is easily available in medical store. do it n confirm it. if it is negative then nothing to worry.4. if it is positive then visit nearby gynecologist. he/she can help u. i hope the above information is useful, informative and helpful for u.regards- chat doctor. .your gf is not pregnant. relax.calm down.be happy. have blissful love life to both of you)"
"hi . a recently lost my daughter to neonatal death she was born at 23weeks 4days , i found out that i had chorioamnionitis a severe ascending genital tract infection which was the cause of my premature labour . a have just recently found out a a pregnant again , 9 weeks but a a scared that its going to happen again as i believe that the chorioamnionitis was group a strep which i had after giving birth to my first daughter who is perfectly fine . a have been told that once carrying group a strep a are then prone to it during every pregnancy . is there a chance this can happen again . that should happen through this pregnancy as in antenatal care . please help becky",3,38002,"hello, i have gone through your query and understood the concern. even though you have tested positive for group b streptococcus (gbs), you need not worry about the fetal outcome. 1 in 200 of untreated babies and 1 in 4000 of treated babies get infected. it is true that you are in the high risk group having lost a baby due to the infection previously. yet, regular monitoring, prophylaxis with intravenous antibiotics during labor and proper handling of the newborn help to overcome the problem. if you have been tested once during this pregnancy and reported positive, there is no need to get tested again. otherwise, you need to be tested between 35-37 weeks. a course of antibiotics may also be given during pregnancy since you had the infection antenatal in the past, to arrest the infection temporarily. hope this helps."
"hello , pm cuba 28 year old , single , right 5 4 weight 70 of , suffering from back pain . pm working in bank where its a sitting job . pm facing back pain from past some time but now its quite painful and paining from upper back to till toe . presently in facing gastric issues as well . and having cracks on thumb and surrounded are of thumb in feet palm .",1,63549,"hello, thank you for using chat doctor. i read your question and understood your concern. i would like to know the exact place of the knuckle. is it in the palm of the thumb or on the dorsum (back) of the thumb?. if it is the palm of the thumb the most probable diagnosis is trigger thumb syn chat doctor. if it is in the dorsum of the thumb might be osteoarthritis nodules or extensor tendon cyst. your age would help me know more about diagnosis. an x-ray of the thumb would rule out the osteoarthritis option."
