query,rank,doc_id,response
"pm about to be treated for a pylori for the third time as two rounds of of beds didst work . a also recently was told i have gallstones . an the pain episodes be similar and related ? a get upper stomach pain .. sharp . home sweating shaking , difficulty breathing too .. always uncomfortable after i eat even healthy meals . thanks .. krista",1,16000,"hello dear, thanks for your question on chat doctor. i can understand your situation and problem. your stomach pain is mostly due to h.pylori induced chronic gastritis and herd (gastroesophageal reflux disease). but sweating, shaking etc. can be due to gall stones. breathing difficulty is seen in uncontrolled herd. it is due to laxity of gastroesophageal sphincter. because of this the acid of the stomach tends to come up in the esophagus and cause the symptoms. along with h.pylori chat doctor. 1. avoid hot and spicy food. 2. avoid stress and tension. 3. avoid large meals, instead take frequent small meals. 4. start proton pump inhibitors. 5. go for walk after meals. 6. keep 2 - 3 pillows under head in bed to prevent reflux. 7. lose weight if you are obese. 8. avoid smoking and alcohol if you have these habits. 9. operation for gall stone is necessary if symptoms are recurrent. so consult your doctor and discuss all these."
"pm about to be treated for a pylori for the third time as two rounds of of beds didst work . a also recently was told i have gallstones . an the pain episodes be similar and related ? a get upper stomach pain .. sharp . home sweating shaking , difficulty breathing too .. always uncomfortable after i eat even healthy meals . thanks .. krista",2,84578,"hi. thanks for your query and an elucidated history. the cause of sudden abdominal pains, shaking and sweating can be due to the following reasons:since your pain is increasing on lying down, deep breathing and also sneezing, we have to concentrate on the lower lung, pleura and upper abdomen-the causes can be a pleurisy, lower lung infection, infection just bellow the domes of diaphragm. these mimic heart attack and hence it is very important to rule out the heart problem. get ekg, eco -cardiograph, stress test done if possible under the care of the cardiologist. get a ct scan of the chest and upper abdomen to see for the lungs or colon problems. severe colitis, diverticulitis to cause the similar problem of sudden pain, sweating and shaking. the additional blood, urine and stool tests and colonoscopy if the ekg is normal can tell us better diagnosis and a plan for further treatment."
"pm about to be treated for a pylori for the third time as two rounds of of beds didst work . a also recently was told i have gallstones . an the pain episodes be similar and related ? a get upper stomach pain .. sharp . home sweating shaking , difficulty breathing too .. always uncomfortable after i eat even healthy meals . thanks .. krista",3,99666,"hi welcome to chat doctor forum. thanks for asking a question. you had pain, nausea, dizziness, hot flushes, sweating, difficulty in breathing, chill, it is the third time you had the same experience. your question is not clear about the place of the pain. if the pain is at rib cage and upper middle it may be gastric, gall bladder, or pancreas pain. if in the middle kidney pain, ureter pain, or worms pain. if in the lower part may be urinary tract infection, stones in the lower part of ureter, if female may be related to genital tract pain. i advise you ton consult a surgeon for diagnosis and treatment. you may have to undergo gastrostomy, u.s.scaling of whole abdomen, besides other routine tests for confirmation. wishing for a quick and complete recovery. best regards."
"today , a was playing soccer , and a wanted to shoot a free kick , but when a swinger with my leg to kick it , a felt some kind of a pop in my groin area , at that moment a barely walked , and a a still having trouble walking and moving my leg while resting . there is no swelling , everything looks okay , but still hurts .",1,16001,"hi, thanks for giving the mechanism of the injury as you mentioned that you had some popping way of the hip. this usually happens in soccer player if the muscles are not strong enough to hold the thrust applied to kick the ball. since you said there is no sign of swelling i agree that there is no major issue with you. you need to first use the hot water fermentation as to get soothing effect in that area. also you need to work out band the hip muscles and also the internal and external rotators of the hip joint is important if you are going to keep playing the soccer. internal and external rotator muscle of the hip joint are responsible for holding the joint in position while applying the kick to the ball. with the exercises i am sure you will be fine and back to action in soccer with wide horizons. i wish you a good health and the best future in soccer."
"today , a was playing soccer , and a wanted to shoot a free kick , but when a swinger with my leg to kick it , a felt some kind of a pop in my groin area , at that moment a barely walked , and a a still having trouble walking and moving my leg while resting . there is no swelling , everything looks okay , but still hurts .",2,98627,"hi, leg and abdominal pain after i pill is rare especially since you already got your periods. the pain could be due to other reason like local injury or rarely blood clot in your leg. does the pain increase on walking and associated swelling is present? chances of pregnancy is less but still to confirm it i want you to do a pregnancy test with a upt kit. it costs cheap and is available in all pharmacy. the instructions on how to use it & how to read the test is given on the kit box. contact us with the test report"
"today , a was playing soccer , and a wanted to shoot a free kick , but when a swinger with my leg to kick it , a felt some kind of a pop in my groin area , at that moment a barely walked , and a a still having trouble walking and moving my leg while resting . there is no swelling , everything looks okay , but still hurts .",3,40796,"hello! pain and swelling in inguinal area (or better pain and some kind of lump) may be caused by inguinal hernia. especially when it hurts during coughing. in inguinal area there are also lymph nodes which can be painful and enlarged when inflammation process is in this lymph nodes area. it can be located on same side leg for example. if your son is having a fever this diagnoses is more probable. one more thing - by inguinal region i understand a region where an abdomen ends and a leg begins. if the pain is a little higher, there is a need to look for a disease in abdominal cavity. if it's a right side where the surgery was performed, intro abdominal adhesions are possible, and intestine partial obstruction must be ruled out. also, there is always a probability of post-operative hernia. what should be done is: blood tests for inflammation signs, ultrasound of abdomen and inguinal area and if lymph nodes will turn out enlarged, biopsy is necessary. take care"
"hello sir i have a problem of asthma .. even i have allergy of many things ... following problem always remain with me ( cold , tears in eyes ( due to cold ) , cough , underweight ) i want to a of what things i have of allergies . can a suggest me good and cheap allergy testing lab in bangalore ... which all the test should i do ......",1,47450,"hi, thanks for the query to h. c. m. allergy is a very common disease and i would like to say in one word that in modern era at least we can't escape from this disease. dust, linen, fiber, fine powder, mite pet hairs sudden change in temp (up & down), polluted industrial air are the major causes of allergy. initial symptoms are, itch in throat, nose, tears from the eyes, sneezing, common cold (cory) stuffy nose, snot from nose begins watery in consistency and afterwards in thick mucus form, cough (later stage due to infection)breathlessness (later stage) many patients done agree that they have asthma, but the hard fact is allergy to allergens are a precursor of asthma. the best way is take precautions about these above-mentioned reasons. if, still you have these things than consult a physician and have a treatment of allergy (due to initial phase). good luck."
"hello sir i have a problem of asthma .. even i have allergy of many things ... following problem always remain with me ( cold , tears in eyes ( due to cold ) , cough , underweight ) i want to a of what things i have of allergies . can a suggest me good and cheap allergy testing lab in bangalore ... which all the test should i do ......",2,67515,"hello. thank you for asking at chat doctor. i went through your history and would like to make following suggestions for your brother:1. i would suggest your brother allergy testing which will help him identify the substances causing symptoms to him and also to know the measures to avoid them. based on the allergy testing, an allergist-immunologist may prescribe him allergen specific immunotherapy which gradually improve allergy symptoms by working on immune system.2. at present, i would suggest him regularly montelukast and levocetirizine on daily basis.3. in general, i would suggest him to avoid exposure to dusts, smokes and air pollution. allergies is a big problem in bangalore because of air pollution. there are many allergist-immunologist in bangalore. you may consult any of them who is easy to approach with convenient location. there are some institutes like aims who have many allergists-immunologists with a department of allergy-immunology. hope above suggestions will be helpful to your brother. should you have any further query, please feel free to ask at chat doctor. wish him the best of the health. thank you & regards."
"hello sir i have a problem of asthma .. even i have allergy of many things ... following problem always remain with me ( cold , tears in eyes ( due to cold ) , cough , underweight ) i want to a of what things i have of allergies . can a suggest me good and cheap allergy testing lab in bangalore ... which all the test should i do ......",3,35617,"hello, thank you for asking at chat doctor. i went through your history and would like to make suggestions for you as follows:1. as you have repeated cough/cold symptoms, it is possible that you could have allergic rhinitis. if you have repeated episodes of wheezing/breathing difficulty, i would also first think of asthma. of course, i would like to know more details about you like your age, other symptoms, other medical conditions, medications, family history, your environment, etc. etc.2. for diagnosis of asthma, i usually suggest my patients' spirometry with post-bronchodilatory reversibility testing, which helps to diagnose asthma.3. as you also have repeated cough-colds, i would suggest you allergy testing for common air-borne allergens such as house dust mites, molds, pollen, insect proteins, animal dander, etc. this will help you identify the substances causing allergies to you and also to know the measures to avoid them.4. based on allergy testing, an allergist-immunologist may prescribe you allergen specific immunotherapy which works on immune system to gradually improve allergy symptoms over a long time.5. in general, i would suggest you to avoid exposure to dusts, smokes and air pollution as much as possible.6. regular breathing exercises and healthy diet rich in vitamins & minerals will also help you by improving your lung capacity and immunity respectively in a long run. so, there is possibility that you could have allergies and/or asthma. but please do not too much worry about them. asthma is a dynamic disease, that can improve with certain medications and precautions, so as many of allergies. hope above suggestions will be helpful to you. should you have any further query, please feel free to ask at chat doctor. wish you the best of the health ahead. thank you & regards."
"i , a have been getting pins and needles feeling in my left foot while laying down the last few nights . a had a major headache for 2 days on the left side last week . a also have been waking up with my ring and pinky finger on my left hand totally numb when pm sleeping off and on . after a wake up , it still feels like its a little numb and tingly . now pm getting these strange feelings on the left side and tip of my tongue . like a stuck a 9 volt battery to it . should a be concerned and seek medical attention ? or could a have a pinched nerve somewhere a done know about ?",1,73273,"hi, i am chat doctor. i have read your question with care and understand your concerns. let me try to help you // however, when i got out of bed i noticed that my left leg did not want to raise up and my left leg hurt if i tried to even bend it. this has never happened before//this is most probably post octal palsy //also, i have been told that there are lesions on both sides of the frontal lobe that have grown significantly. furthermore, ten hours later my left leg still feels numb and if i even try to bend it.//i would suggest you to consult a neurosurgeon and opt for minimally invasive biopsy of those lesions - either under stereotype or under euro navigation hope you found the answer helpful. if you need any clarification / have doubts / have additional questions / have follow-up questions, then please do not hesitate in asking again. i will be happy to answer your questions. let me know if i can assist you further. take care."
