query,rank,doc_id,response
a have undergone flapsurgery twice . even then gum pocket develops in the lower jaw - left side on wisdom tooth +8 that is the remedy . the wisdom tooth is intact and straight . it times the lower jaw itches much and when approached to doctor they prescribe lemon for pain relief and gum paints . a want to get permanent remedy .,1,109656,"hellowelcome to chat doctor. i have gone through your past dental history and your symptoms indicate of peritonitis that has developed round your bottom left wisdom toothpericoronitis develops when wisdom teeth only partially breaks through the gum. this allows an opening for bacteria to enter around the tooth and cause an infection. if the peritonitis is severe, the swelling and infection may extend beyond the jaw to the cheeks and neck. this can be treated with antibiotics and painkillers alone .but if the pain and inflammation are severe, or if the peritonitis recurs, you will need oral surgery to have the gum flap or wisdom tooth removed. it is advisable that you to visit a periodontist as soon as possible. get well soon. take care.regards"
a have undergone flapsurgery twice . even then gum pocket develops in the lower jaw - left side on wisdom tooth +8 that is the remedy . the wisdom tooth is intact and straight . it times the lower jaw itches much and when approached to doctor they prescribe lemon for pain relief and gum paints . a want to get permanent remedy .,2,20192,"dear friend. thanks for sharing your concern. wisdom tooth extraction takes time to heal. here i would like to suggest you, to revisit your dentist, and get the lower wisdom tooth re examined. the cause for pain and infection is the lower wisdom tooth and not the upper one. yes, this is true that if the above tooth causes continuous pressure and irritation to the lower tissue over the tooth, than it is better to extract that tooth. so presently two things are essential to overcome pain. one is please start a course of antibiotics soon upon consultation, and secondly get the lower wisdom tooth extracted too. hope i have explained to you the cause and remedy too. thanks. take care."
a have undergone flapsurgery twice . even then gum pocket develops in the lower jaw - left side on wisdom tooth +8 that is the remedy . the wisdom tooth is intact and straight . it times the lower jaw itches much and when approached to doctor they prescribe lemon for pain relief and gum paints . a want to get permanent remedy .,3,53390,hi. can understand your concern. as per your complaint the swollen gum and the white material inside it is a result of some inflammation. there can be a few reasons depending upon whether it is the second molar or the wisdom tooth. in case it is a wisdom tooth which is erupting or is impacted then the gum above it can get infected and inflamed due to either food deposition between the gum and the wisdom tooth or it can be due to gum flap bitten by the opposite jaw tooth and the condition is known as peritonitis. the white material in it is pus. in case it is second molar the swollen gum with white material in it can be as a result of infection in the gums due to deposits on the teeth like plaque or calculus or due to foreign body impaction in the gums which carries infection along with it deeper into the gums causing pus formation. it can also be due to deeply infected tooth causing pus formation below the tips of the roots of the tooth causing swelling on the gums with pus inside. i would suggest you to consult a dentist and get evaluated for the exact cause of the swelling and get treated accordingly. in case if it is wisdom tooth either excision of gum flap or extraction if the tooth is impacted followed by antibiotics and painkillers can be done. in case of gum infection professional cleaning of teeth followed by antibiotics and gum paints can help. in case of tooth infection root canal treatment or extraction depending on the condition of the tooth can be done. hope your query is solved. if you find the answer helpful please write a positive review and click on find this answer helpful as a token of appreciation. thanks and regards. chat doctor.
"a have found a lump in my breast , ave already had a doctors appointment where she tested it for a cyst but was unable to draw any fluid and therefore referred me to the hospital . by appointment is in a weeks time but a suppose like anyone in my situation pm really worried . the lump is quite large , hard and bumpy in texture . there is no history of breast cancer in my family ....",1,82366,"hello friend, thank you for posting your query through chat doctor. i am a homeopath answering your query and the answer which i am going to give you may contain several thoughts which may appear strange or new for you. this i say because homeopathy is a new system of medicine and is almost unheard by the majority of the population. therefore, due to the high influence of the conventional medicine the people at large are brainwashed to believe and act according to the health education given by them. coming back to the fibroadenoma of your left breast in the year 1979, you had a psychological conflict in the mind level. you are a sensitive individual and that is why your left breast was affected. it must have been related with your child chat doctor. the sensitivity is genetic, and you reacted to the conflict through the brain according to a genetic programming. mind-brain - organ affection resulted in the development of a lump in your left breast in 1979. you consulted your gynecologist, and he suggested that it may turn to become cancerous in future and so it is better to remove it, and you subdued to his suggestion. actually the lump in the breast was an attempt of the body to cure you, or it was the result of a self defense mechanism. since you had not resolved the conflict in the psychological level, the lump remained there without getting resolved. but the body kept the lump protected in a cyst with minimum amount of inflammation called chronic cystitis. by removing the fibroadenoma or chronic cystic mastitis, you were not cured, but your lump in the breast was removed. in 1995 also you are the same person, you are the same sensitive person, and you underwent another more serious psychological conflict and the same left breast was again affected in a more serious manner. instead of recognizing the mass as a defense mechanism, you got the fear in you that you have cancer. the tissue changes also suggested that there is more serious pathology, and they labelled your lump this time as cancer and suggested removal of your left breast. if you could have recognized the lump as a defense mechanism and if you had no fear of cancer, you could have retained your breast. but the fear of cancer is such that it is associated with death and so you lost your breast. in no case, either by removal of lump in 1979 or by removal of your breast in 1995, you are not cured only your disease is cured. hope by this time you have got the answer for your query. both are related to each other because they are in the same individual, same sensitivity, same program. homeopathy cures the person and once the individual is cured all his diseases will be cured. with best wishes,"
"a have found a lump in my breast , ave already had a doctors appointment where she tested it for a cyst but was unable to draw any fluid and therefore referred me to the hospital . by appointment is in a weeks time but a suppose like anyone in my situation pm really worried . the lump is quite large , hard and bumpy in texture . there is no history of breast cancer in my family ....",2,78537,"dear patient, trauma to the breast had not been found to cause any breast cancer. instead, it may simply chat doctor. however, breast trauma can cause bruising over breast, hematoma (collection of blood) in the breast, which if it gets infected can change in to breast access. long term rare complications of breast trauma is traumatic fat necrosis which presents as a hard immobile lump in the breast resembling clinically to breast cancer, but it is not a cancer. you can consult your doctor to see if there is no hematoma formation or any other deep injury in the breast and can at the same time take some painkiller and antibiotic provided you don't have any allergy to them."
"a have found a lump in my breast , ave already had a doctors appointment where she tested it for a cyst but was unable to draw any fluid and therefore referred me to the hospital . by appointment is in a weeks time but a suppose like anyone in my situation pm really worried . the lump is quite large , hard and bumpy in texture . there is no history of breast cancer in my family ....",3,51594,"hi, dear, thanks for the query from you for your rt breast under arm lump-and of size of 2 thumbnails and the left under arm is normal, since 2-3 months back.1-i feel concerned that you are serious to know where from this hard painless lump comes? and is it cancerous?2-in my opinion this under arm lump of 2 thumbnail size being painless-, appears to be ant. axillary node, or may be the breast tissue in the breast tail.2-a-but by reason of her age this hard lump underneath the right under arm needs to be worried, as at her age the breast cancer chances are more.3-i would advise surgeons opinion-who would fix the diagnosis by fnac or by excision biopsy, to rule out the cancer or chronic infection with tb.4-hence it is a worrisome lump and needs immediate treatment on the lines suggested above.5-hope this would solve your worry of the hard painless lump in rt underarm. 6-wellcome to chat doctor for any more query."
a am having severe pain on my left side . a have had severe heartburn since last night . card to take deep breaths . a am also a breast cancer survivor of 5 years and have breast reconstruction . a get sharp pains in the implant which shoots to the back almost feels like someone has punched me really hard . been sleeping all day very tired,1,82366,"hello friend, thank you for posting your query through chat doctor. i am a homeopath answering your query and the answer which i am going to give you may contain several thoughts which may appear strange or new for you. this i say because homeopathy is a new system of medicine and is almost unheard by the majority of the population. therefore, due to the high influence of the conventional medicine the people at large are brainwashed to believe and act according to the health education given by them. coming back to the fibroadenoma of your left breast in the year 1979, you had a psychological conflict in the mind level. you are a sensitive individual and that is why your left breast was affected. it must have been related with your child chat doctor. the sensitivity is genetic, and you reacted to the conflict through the brain according to a genetic programming. mind-brain - organ affection resulted in the development of a lump in your left breast in 1979. you consulted your gynecologist, and he suggested that it may turn to become cancerous in future and so it is better to remove it, and you subdued to his suggestion. actually the lump in the breast was an attempt of the body to cure you, or it was the result of a self defense mechanism. since you had not resolved the conflict in the psychological level, the lump remained there without getting resolved. but the body kept the lump protected in a cyst with minimum amount of inflammation called chronic cystitis. by removing the fibroadenoma or chronic cystic mastitis, you were not cured, but your lump in the breast was removed. in 1995 also you are the same person, you are the same sensitive person, and you underwent another more serious psychological conflict and the same left breast was again affected in a more serious manner. instead of recognizing the mass as a defense mechanism, you got the fear in you that you have cancer. the tissue changes also suggested that there is more serious pathology, and they labelled your lump this time as cancer and suggested removal of your left breast. if you could have recognized the lump as a defense mechanism and if you had no fear of cancer, you could have retained your breast. but the fear of cancer is such that it is associated with death and so you lost your breast. in no case, either by removal of lump in 1979 or by removal of your breast in 1995, you are not cured only your disease is cured. hope by this time you have got the answer for your query. both are related to each other because they are in the same individual, same sensitivity, same program. homeopathy cures the person and once the individual is cured all his diseases will be cured. with best wishes,"
a am having severe pain on my left side . a have had severe heartburn since last night . card to take deep breaths . a am also a breast cancer survivor of 5 years and have breast reconstruction . a get sharp pains in the implant which shoots to the back almost feels like someone has punched me really hard . been sleeping all day very tired,2,78537,"dear patient, trauma to the breast had not been found to cause any breast cancer. instead, it may simply chat doctor. however, breast trauma can cause bruising over breast, hematoma (collection of blood) in the breast, which if it gets infected can change in to breast access. long term rare complications of breast trauma is traumatic fat necrosis which presents as a hard immobile lump in the breast resembling clinically to breast cancer, but it is not a cancer. you can consult your doctor to see if there is no hematoma formation or any other deep injury in the breast and can at the same time take some painkiller and antibiotic provided you don't have any allergy to them."
a am having severe pain on my left side . a have had severe heartburn since last night . card to take deep breaths . a am also a breast cancer survivor of 5 years and have breast reconstruction . a get sharp pains in the implant which shoots to the back almost feels like someone has punched me really hard . been sleeping all day very tired,3,1514,"hi. thanks for your query. i have read and understood your concerns:you have a barrels esophagus, abnormal pap smear, pain in lower back and stomach; ha mrs and feels that someone is standing on your chest and back, consulted a gynecologist, and he said that you are going through your stage of change of life at the age of 51. you have already undergone partial hysterectomy along with removal of both the ovaries in 2011 that is 4 years back and the changes night have occurred immediately after the surgery as the ovaries have already been removed. hence, can not be correlated to the hormonal changes. i would advise you the following:- get clinical evaluation and physical examination done by a general surgeon and get investigated accordingly. - ct scan of the abdomen can tell if there is a chance of cancer of the cervix as you had undergone partial hysterectomy.- pain in the vaginal area can be due to low estrogen you have.- pain in the chest and breast on fire feeling can be due to barrett's esophagus, needs regular follow-up with upper gi endoscopy to see that it is not progressed to become a cancer or so. if required you may have to go for ct scan of the chest too. i hope this answer helps you to get a proper diagnosis as you have multiple problems and that they may not be related."
"a had a staph infection incident almost two years ago , i didst get it treated by a doctor but haven experienced anymore occurrences , a recently got a tattoo over one my my scars that was left behind and i am afraid that it may be infected again . the tattoo artist used proper sanitation methods but the area appears to be slightly raised .",1,98996,"hi! venu, i understand your need and dilemma. lasers are costly and then in becker the results are variable too. you are right in your way. i think to be doubly sure, you can get a skin biopsy done and then go ahead with the tattoo. as such, tattoo should not cause cancer. but your tattoo artist should be experienced too. by the way, where do you belong to. wish you good health, regards, chat doctor."
