query,rank,doc_id,response
"i . by lower tooth near my wisdom tooth on my left side is hurting lot . it stored little now . but my jaw or like side of my left neck is feeling numb . should i be concerned ? i red on the internet that food can get into a tooth that int right , mine has like a crack , and some black stuff in the middle . it can cause to death . in very scared , but in also very scared of getting a root canal or going to the dentist . please help .",1,11849,hello friend! pain and swelling near left ear and around often indicates that there is presence of infection inn teeth of the lower jaw. it could be due to a cavity in a tooth which has become very deep and caused infection in the jaw or any wisdom tootchatdoctoring out in this region. the same could be the case for the right side as well. please visit your dentist and get x-ray of both side done. whatever is the course of action you will have to deal with it because toothache can be really painful. take care.
"i . by lower tooth near my wisdom tooth on my left side is hurting lot . it stored little now . but my jaw or like side of my left neck is feeling numb . should i be concerned ? i red on the internet that food can get into a tooth that int right , mine has like a crack , and some black stuff in the middle . it can cause to death . in very scared , but in also very scared of getting a root canal or going to the dentist . please help .",2,11986,"hi. can understand your concern. as per your complaint swelling and lump formation after removal of wisdom tooth may occur due to inflammation which can cause as extraction especially of wisdom tooth is a traumatic procedure. other reason can be that there may be underlying infection (if infection was the reason for removal of wisdom tooth) which is not cleared off while extraction thereby creating a continuous source of infection in the region and causing swelling. infection can also be caused if any foreign body or piece of tooth is left in the socket which leads to recurrence of infection. for this i would suggest you to consult your dentist and get an iop ar (x-ray) done to get ruled out the reason of infection, and it can be treated with antibiotics and painkillers and if some root piece of foreign material is left in the extraction socket removal of same followed by irrigation with hy chat doctor. . if inflammation is the reason it slowly gets reduced itself and many a time if painkillers like ibuprofen, acetaminophen is given it helps in reducing the swelling. in severe inflammation steroids are given to patient. other part of question is that the swelling or lump on the other side of jaw can not be due to extraction of the opposite side tooth. it may either be due to deeply infected wisdom tooth or due to infected and inflamed gum flap due to food debris deposition between gum flap and partially erupted or impacted wisdom tooth, the condition is called peritonitis. for this also clinical evaluation and x-ray can give correct diagnosis. do warm saline gargles as it will help in easing both the sides of jaw. medication to be taken after clinical checkup by dentist. wishing you a sooner recovery. thanks and regards."
"i . by lower tooth near my wisdom tooth on my left side is hurting lot . it stored little now . but my jaw or like side of my left neck is feeling numb . should i be concerned ? i red on the internet that food can get into a tooth that int right , mine has like a crack , and some black stuff in the middle . it can cause to death . in very scared , but in also very scared of getting a root canal or going to the dentist . please help .",3,87872,"hi. thanks for the query. well, pain in upper jaw after extraction of the lower right wisdom tooth is not due to wisdom tooth extraction. if it was due to wisdom tooth extraction that is commonly due to chat doctor. . pain in upper jaw can be due to any deeply decayed molar tooth, cracked or fractured tooth while at times sinus infection can also be a cause. so my suggestion is to consult a dentist and get evaluated, and an x-ray will help in ruling out the exact cause of pain and treatment can then it be done to relieve you. as of now you can take higher painkillers like tramadol or motorola for relief from severe acute pain. hope this information helps. regards."
"question , a be been getting a cold sensation in my scrotum area , like the way icy hot feels when you put a small amount on your skin and it comes and goes from time to time . a be had this feeling over a couple years but doctors have said it was to an std , but could to find a diagnosis either . a haven to had any lumps in my testicles either and a be had an oncologist take a look . by family has a history of prostate cancer , could this be a symptom or am a over thinking it ?",1,6001,"degree understand your concerns went through your details. the ""cold sensation in my scrotum area, like the way icy hot feels"" is an unusual occurrence but not that unusual for psychologist / psychiatrists across the world. the lack of knowledge about sex and sexual organs could be your problem. the lack of knowledge triggers anxiety whenever you think or obsess about those. such an obsession could trigger ""feeling"" of pain, whereas the pain never exists. that is called, in psychology, psycho-somatic disorder. you should stop thinking and obsessing about the ""feeling"" you are mentioning here. obsessing worsens the symptoms. you should believe your doctors and that is it. i suggest you to consult a psychiatrist / psychologist for treatment, if need be. if you require more of my help in this aspect, please use this url. make sure that you include every minute details possible. hope this answers your query. available for further clarifications. good luck. take care."
"question , a be been getting a cold sensation in my scrotum area , like the way icy hot feels when you put a small amount on your skin and it comes and goes from time to time . a be had this feeling over a couple years but doctors have said it was to an std , but could to find a diagnosis either . a haven to had any lumps in my testicles either and a be had an oncologist take a look . by family has a history of prostate cancer , could this be a symptom or am a over thinking it ?",2,81316,"degree understand your concerns went through your details. pricking sensation at the lower part of your scrotum is not a common symptom. over and above you said, the pricking sensation is not always there, and it comes in some positions. i suggest you to check the skin for any rashes, tangled pubic hair, redness, moistness etc. i also suggest you to clean the area properly and keep it chat doctor. second reason could be your own obsession and anxiety related to it. please ignore the symptom for a couple of days, and it should vanish. if you do not find relief after a week or so, please consult a urologist. if you still need my assistance in this regard, please use this link. please remember to describe the whole problem with full detail. hope this answers your query. please feel free to post follow-up queries. available for further clarifications. good luck. take care."
"question , a be been getting a cold sensation in my scrotum area , like the way icy hot feels when you put a small amount on your skin and it comes and goes from time to time . a be had this feeling over a couple years but doctors have said it was to an std , but could to find a diagnosis either . a haven to had any lumps in my testicles either and a be had an oncologist take a look . by family has a history of prostate cancer , could this be a symptom or am a over thinking it ?",3,59040,"hello, this pain can be due to either of the factors but needs a clinical examination and assessment by an orthopedist. either this could be related to nerve entrapment in the cervical spine, or it could be a carpal tunnel syn chat doctor. if the carpal tunnel is having compression due to tightness in the flexor retinaculum than needs to work out over it by gentle kneading massage and therapeutic ultrasound followed by stretching. if related to cervical spine nerve entrapment then the process is different and can be made corrected while doing exercises under a guided physiotherapist. in my clinical practice of over 12 years what has helped more to my patients is the clinical examination on time and treatment accordingly. hope i have answered your query. let me know if i can assist you further. take care jay in"
"hello a am trying to conceive from last 1 year but unsuccessful can you guide me with problems that can cause me getting conceive , myself had blood test its normal , my husband sperm tests are normal , what is the intake of food i can take , and a know best ovulation date is between 10 -14 days after my periods.please can you guide me in brief .",1,52747,"hello, and i hope i can clarify this for you. you are absolutely correct in the fact that the length of your cycle is related to when you ovulate... and your ovulation date is 14 days back from when you got your period, rather than counting 14 days from the start of your period. it is typical for most women to have a 14-day luteal phase, as you suggested. you absolutely may ovulate later in your cycle. i do not know how long you and your partner have tried to conceive before trying closed. i would not recommend trying closed at all unless you have tried for a year (meaning unprotected sex at least 2-3 times per week) and not become pregnant. a reproductive endocrinologist is an appropriate referral if you have a history of infertility for one year, and if you fail at least 3 cycles of closed. they can prescribe closed and combine it with intrauterine insemination, which can increase the success rate. even though you may have had a child together before, there can be an issue with the male partner too, and it would be advisable he gets his sperm count evaluated. but you can still have conceived this cycle if you ovulated on the closed, and continued to have unprotected sex at least a week after your ovulation kit showed positive. your progesterone level pre-ovulation is not relevant at all. so- if you don't get a period by day 35 or so, do a pregnancy test. and if you didn't conceive this cycle, a reproductive endocrinologist might be a better choice to manage your closed. i hope this answered your question, and best of luck in getting pregnant. take care,"
"hello a am trying to conceive from last 1 year but unsuccessful can you guide me with problems that can cause me getting conceive , myself had blood test its normal , my husband sperm tests are normal , what is the intake of food i can take , and a know best ovulation date is between 10 -14 days after my periods.please can you guide me in brief .",2,111986,"hello, and i hope i can help you today. in normal healthy couples, it can sometimes even take up to a year to conceive. 80% of couples will conceive within one year if having regular unprotected intercourse (at least 2 to 3 days per week). it is best not to time the efforts of intercourse around ovulation unless you have accurately documented the ovulation date, with an ovulation predictor kit or with hormone levels checked at the doctor's office. the best way to try to conceive in the beginning is to have sex every other day from the time your period finishes until you start to feel premenstrual symptoms. premenstrual symptoms are caused by the same hormones as produced by pregnancy, so when you start to feel bloating, breast tenderness, nausea, or other pregnancy symptoms you do not need to continue to try to conceive that cycle, as you either already ovulated or are already pregnant. there are nearly 6 million sperm in every ejaculate from a man, so as long as some sperm is ejaculated inside the vagina, there is a possibility of conceiving. many women have sperm leak out after intercourse, however the ability of sperm to swim within the vagina ensures that a man with a normal sperm count has at least thousands of sperm that reach the egg if ovulation has been taking place. so in summary, many couples do not conceive within two months of beginning to try. i encourage you and your husband to have patience. in the meantime, the best way to prepare for healthy pregnancy is to get adequate rest, eat a healthy diet, avoid alcohol consumption, and take a prenatal vitamin or folic acid supplement which can help prevent birth defects. i hope i was able to adequately answer your question today, and that my advice was helpful. best wishes,"
"hello a am trying to conceive from last 1 year but unsuccessful can you guide me with problems that can cause me getting conceive , myself had blood test its normal , my husband sperm tests are normal , what is the intake of food i can take , and a know best ovulation date is between 10 -14 days after my periods.please can you guide me in brief .",3,78895,"hi mrs dana, welcome to chat doctor. i am chat doctor. i will be answering your concerns. dear, among couples trying for pregnancy, 80% of them conceive in the first year and 90% by the end of second year. so don't be worried. you will conceive. among couples trying for pregnancy 25% conceive in one menstrual cycle. so it is normal to not get pregnant in the first months of trying. is your period irregular only in this month? if so, you can try for natural pregnancy for a year and see. if your periods have always been irregular, then there is a possibility that you are not ovulating regularly. so consult infertility specialist in your area and register for treatment. do baseline hormone tests and hsg for you and semen analysis for your husband. based on the results further treatment can be planned. there are medicines available to treat ovulation problems. do not worry. to increase your chances of conception maintain normal bmi, quit smoking (if you're a smoker) and have intercourse at least three times in a week. take a tablet of folic acid daily. i hope this is helpful. if you have any further concerns do contact me through chat doctor. best wishes, chat doctor."
thanks . a was recently diagnose of hepatitis a for which i tested positive.i went ahead and did the viral load test with the following resultspcr hep.b quantitative 3707 copies/ml637 iu/ml3.57 log.the profile also indicated the following surface antigen : reactive ( positive ) a surface antibody : 2 u/lb core go : reactive ( positive ) a core go : on reactive ( negative ) a a antigen : on reactive ( negative ) a a antibody : reactive ( positive ) this has been interpreted by my doctor to mean than am chronic . and that i should not worry.however the lab test indicated that i should still go for full vaccination since my a surface antibody was only 2 ... what do a think.i also do experience some weakness in my legs and arms sometimes . and also some mild pain and tiredness in my joints sometimes,1,65439,hi! welcome to chat doctor! bag positivity means recent active hepatitis b infection. it is tested as a routine in many govt set-ups by a simple screening test. if the screening test is reactive then a confirmatory test is mandatory because there are false positive results and if the confirmatory test is non-reactive and a quantitative test is also negative that means person is free from disease as in your case. so i think it was just a false positive result which gave you worry!
